,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,windy,cntN,casualN,registeredN
5196,5197,2011-08-09,2,0,8,10,0,2,1,1,0.8,0.7727,0.59,0.2239,55,89,144,0,2.01619459636,0.134839972493,0.105999788001
5197,5198,2011-08-09,2,0,8,11,0,2,1,1,0.8,0.7727,0.59,0.2239,61,88,149,0,1.99204768222,0.128036879933,0.106600358178
5198,5199,2011-08-09,2,0,8,12,0,2,1,1,0.82,0.7879,0.56,0.194,60,125,185,0,1.86338998125,0.129099444874,0.0894427191
5199,5200,2011-08-09,2,0,8,13,0,2,1,1,0.84,0.7879,0.49,0.1642,48,127,175,0,1.89660810453,0.144337567297,0.0887356509416
5200,5201,2011-08-09,2,0,8,14,0,2,1,1,0.86,0.7879,0.44,0.2836,53,95,148,0,1.99601196014,0.137360563949,0.102597835209
5201,5202,2011-08-09,2,0,8,15,0,2,1,1,0.86,0.7727,0.39,0.2836,58,106,164,0,1.93528249929,0.13130643286,0.0971285862357
5202,5203,2011-08-09,2,0,8,16,0,2,1,1,0.86,0.7727,0.39,0.2985,57,228,285,0,1.59923255252,0.132453235707,0.0662266178533
5203,5204,2011-08-09,2,0,8,17,0,2,1,1,0.8,0.7576,0.55,0.1642,79,453,532,0,1.2461119657,0.112508790093,0.0469840985735
5204,5205,2011-08-09,2,0,8,18,0,2,1,1,0.8,0.7576,0.55,0.194,97,488,585,0,1.19693974637,0.101534616513,0.0452678730213
5205,5206,2011-08-09,2,0,8,19,0,2,1,1,0.8,0.7424,0.49,0.1045,69,302,371,0,1.44488154263,0.120385853086,0.0575435337648
5206,5207,2011-08-09,2,0,8,20,0,2,1,1,0.8,0.7273,0.43,0.194,34,258,292,0,1.58510656237,0.171498585143,0.0622572806365
5207,5208,2011-08-09,2,0,8,21,0,2,1,1,0.78,0.697,0.46,0.2537,46,184,230,0,1.72773685116,0.147441956155,0.0737209780774
5208,5209,2011-08-09,2,0,8,22,0,2,1,1,0.78,0.697,0.46,0.2985,28,127,155,0,1.9687480774,0.188982236505,0.0887356509416
5209,5210,2011-08-09,2,0,8,23,0,2,1,1,0.76,0.6818,0.48,0.2836,22,53,75,0,2.38365647311,0.213200716356,0.137360563949
5210,5211,2011-08-10,2,0,8,0,0,3,1,1,0.74,0.6667,0.51,0.2239,19,18,37,0,2.70171613479,0.229415733871,0.235702260396
5211,5212,2011-08-10,2,0,8,1,0,3,1,1,0.72,0.6667,0.54,0.194,7,10,17,0,2.93610109757,0.377964473009,0.316227766017
5212,5213,2011-08-10,2,0,8,2,0,3,1,1,0.72,0.6667,0.54,0.1642,1,10,11,0,3.01511344578,1.0,0.316227766017
5213,5214,2011-08-10,2,0,8,3,0,3,1,1,0.7,0.6515,0.58,0.1642,1,3,4,0,3.11588476425,1.0,0.57735026919
5214,5215,2011-08-10,2,0,8,4,0,3,1,1,0.7,0.6515,0.54,0.1343,1,4,5,0,3.10086836473,1.0,0.5
5215,5216,2011-08-10,2,0,8,5,0,3,1,1,0.68,0.6364,0.61,0.0896,2,30,32,0,2.75240941282,0.707106781187,0.182574185835
5216,5217,2011-08-10,2,0,8,6,0,3,1,1,0.68,0.6364,0.61,0.0,9,110,119,1,2.12717814906,0.333333333333,0.0953462589246
5217,5218,2011-08-10,2,0,8,7,0,3,1,1,0.7,0.6515,0.58,0.0896,16,289,305,0,1.5598365377,0.25,0.0588235294118
5218,5219,2011-08-10,2,0,8,8,0,3,1,1,0.74,0.6667,0.51,0.194,38,361,399,0,1.40303383317,0.162221421131,0.0526315789474
5219,5220,2011-08-10,2,0,8,9,0,3,1,1,0.76,0.6818,0.48,0.2239,32,148,180,0,1.87977895099,0.176776695297,0.0821994936527
5220,5221,2011-08-10,2,0,8,10,0,3,1,1,0.8,0.7273,0.43,0.2239,41,72,113,0,2.15665546407,0.156173761889,0.117851130198
5221,5222,2011-08-10,2,0,8,11,0,3,1,1,0.8,0.7121,0.41,0.3881,54,95,149,0,1.99204768222,0.136082763488,0.102597835209
5222,5223,2011-08-10,2,0,8,12,0,3,1,1,0.82,0.7273,0.38,0.2985,74,166,240,0,1.70251306152,0.116247638744,0.0776150525706
5223,5224,2011-08-10,2,0,8,13,0,3,1,1,0.82,0.7273,0.38,0.2836,41,150,191,0,1.8411492358,0.156173761889,0.0816496580928
5224,5225,2011-08-10,2,0,8,14,0,3,1,1,0.84,0.7273,0.34,0.3284,62,116,178,0,1.88645669476,0.127000127,0.0928476690885
5225,5226,2011-08-10,2,0,8,15,0,3,1,1,0.86,0.7424,0.3,0.3284,53,141,194,0,1.83185826362,0.137360563949,0.0842151921067
5226,5227,2011-08-10,2,0,8,16,0,3,1,1,0.86,0.7424,0.26,0.2985,76,206,282,0,1.60540324767,0.114707866935,0.0696733014292
5227,5228,2011-08-10,2,0,8,17,0,3,1,1,0.84,0.7121,0.26,0.2985,71,513,584,0,1.19779807545,0.118678165819,0.0441510785688
5228,5229,2011-08-10,2,0,8,18,0,3,1,1,0.82,0.7121,0.28,0.2985,70,489,559,0,1.21987509119,0.119522860933,0.0452215631646
5229,5230,2011-08-10,2,0,8,19,0,3,1,1,0.8,0.697,0.26,0.2537,79,334,413,0,1.3840913309,0.112508790093,0.0547175655165
5230,5231,2011-08-10,2,0,8,20,0,3,1,1,0.76,0.6667,0.31,0.1343,59,253,312,0,1.54487373104,0.130188910981,0.0628694613462
5231,5232,2011-08-10,2,0,8,21,0,3,1,1,0.76,0.6667,0.33,0.1045,47,162,209,0,1.78742501351,0.145864991498,0.0785674201318
5232,5233,2011-08-10,2,0,8,22,0,3,1,1,0.74,0.6515,0.37,0.0,17,122,139,1,2.03700210932,0.242535625036,0.0905357460425
5233,5234,2011-08-10,2,0,8,23,0,3,1,1,0.74,0.6515,0.37,0.0896,14,94,108,0,2.18217890236,0.267261241912,0.103142124626
5234,5235,2011-08-11,2,0,8,0,0,4,1,1,0.7,0.6364,0.45,0.1045,6,40,46,0,2.61711961295,0.408248290464,0.158113883008
5235,5236,2011-08-11,2,0,8,1,0,4,1,1,0.7,0.6364,0.45,0.1343,9,17,26,0,2.8171808491,0.333333333333,0.242535625036
5236,5237,2011-08-11,2,0,8,2,0,4,1,1,0.66,0.6212,0.54,0.1343,3,8,11,0,3.01511344578,0.57735026919,0.353553390593
5237,5238,2011-08-11,2,0,8,3,0,4,1,1,0.64,0.6212,0.57,0.1343,2,7,9,0,3.04290309725,0.707106781187,0.377964473009
5238,5239,2011-08-11,2,0,8,4,0,4,1,1,0.64,0.6212,0.57,0.1642,1,4,5,0,3.10086836473,1.0,0.5
5239,5240,2011-08-11,2,0,8,5,0,4,1,1,0.64,0.6212,0.61,0.194,2,23,25,0,2.82842712475,0.707106781187,0.208514414057
5240,5241,2011-08-11,2,0,8,6,0,4,1,1,0.62,0.6061,0.65,0.1642,5,101,106,0,2.19264504827,0.4472135955,0.099503719021
5241,5242,2011-08-11,2,0,8,7,0,4,1,1,0.66,0.6212,0.54,0.1343,15,292,307,0,1.5541746804,0.258198889747,0.0585205735981
5242,5243,2011-08-11,2,0,8,8,0,4,1,1,0.7,0.6364,0.45,0.1642,29,361,390,0,1.4156299008,0.185695338177,0.0526315789474
5243,5244,2011-08-11,2,0,8,9,0,4,1,1,0.72,0.6515,0.39,0.2239,31,166,197,0,1.82270654144,0.179605302027,0.0776150525706
5244,5245,2011-08-11,2,0,8,10,0,4,1,1,0.74,0.6515,0.37,0.2537,36,96,132,0,2.06724557649,0.166666666667,0.102062072616
5245,5246,2011-08-11,2,0,8,11,0,4,1,1,0.76,0.6667,0.35,0.2537,59,128,187,0,1.85695338177,0.130188910981,0.0883883476483
5246,5247,2011-08-11,2,0,8,12,0,4,1,1,0.78,0.6818,0.31,0.2537,50,164,214,0,1.77331725533,0.141421356237,0.0780868809443
5247,5248,2011-08-11,2,0,8,13,0,4,1,1,0.76,0.6667,0.31,0.2239,51,166,217,0,1.76501127405,0.140028008403,0.0776150525706
5248,5249,2011-08-11,2,0,8,14,0,4,1,1,0.8,0.697,0.29,0.0,39,103,142,1,2.02444082545,0.160128153805,0.0985329278164
5249,5250,2011-08-11,2,0,8,15,0,4,1,1,0.8,0.697,0.29,0.2985,52,126,178,0,1.88645669476,0.138675049056,0.0890870806375
5250,5251,2011-08-11,2,0,8,16,0,4,1,1,0.8,0.697,0.27,0.194,57,241,298,0,1.57329193882,0.132453235707,0.0644156626401
5251,5252,2011-08-11,2,0,8,17,0,4,1,1,0.8,0.697,0.29,0.2537,96,486,582,0,1.19952028781,0.102062072616,0.0453609211627
5252,5253,2011-08-11,2,0,8,18,0,4,1,1,0.78,0.6818,0.29,0.0896,74,497,571,0,1.20912708352,0.116247638744,0.0448561304016
5253,5254,2011-08-11,2,0,8,19,0,4,1,1,0.74,0.6515,0.35,0.194,48,323,371,0,1.44488154263,0.144337567297,0.0556414884075
5254,5255,2011-08-11,2,0,8,20,0,4,1,1,0.72,0.6515,0.37,0.1343,56,232,288,0,1.59313246969,0.133630620956,0.0656532164299
5255,5256,2011-08-11,2,0,8,21,0,4,1,1,0.7,0.6515,0.48,0.0896,35,171,206,0,1.79605302027,0.169030850946,0.0764719112902
5256,5257,2011-08-11,2,0,8,22,0,4,1,1,0.7,0.6515,0.48,0.0,34,123,157,1,1.96116135138,0.171498585143,0.0901669634667
5257,5258,2011-08-11,2,0,8,23,0,4,1,1,0.66,0.6212,0.5,0.1642,22,105,127,0,2.08969189764,0.213200716356,0.0975900072949
5258,5259,2011-08-12,2,0,8,0,0,5,1,1,0.64,0.6212,0.53,0.1642,12,53,65,0,2.45440346837,0.288675134595,0.137360563949
5259,5260,2011-08-12,2,0,8,1,0,5,1,1,0.64,0.6212,0.53,0.1343,4,19,23,0,2.86299167157,0.5,0.229415733871
5260,5261,2011-08-12,2,0,8,2,0,5,1,1,0.62,0.6212,0.57,0.194,0,15,15,0,2.9617443888,inf,0.258198889747
5261,5262,2011-08-12,2,0,8,3,0,5,1,1,0.62,0.6212,0.53,0.1642,0,9,9,0,3.04290309725,inf,0.333333333333
5262,5263,2011-08-12,2,0,8,4,0,5,1,1,0.62,0.6212,0.53,0.1343,0,5,5,0,3.10086836473,inf,0.4472135955
5263,5264,2011-08-12,2,0,8,5,0,5,1,1,0.6,0.6212,0.56,0.1343,2,24,26,0,2.8171808491,0.707106781187,0.204124145232
5264,5265,2011-08-12,2,0,8,6,0,5,1,1,0.62,0.6212,0.5,0.1343,3,73,76,0,2.37691344271,0.57735026919,0.117041147196
5265,5266,2011-08-12,2,0,8,7,0,5,1,1,0.64,0.6212,0.44,0.1642,17,247,264,0,1.64621599442,0.242535625036,0.0636284762976
5266,5267,2011-08-12,2,0,8,8,0,5,1,1,0.68,0.6364,0.39,0.2239,29,397,426,0,1.36717185405,0.185695338177,0.0501885613228
5267,5268,2011-08-12,2,0,8,9,0,5,1,1,0.72,0.6515,0.34,0.1343,27,178,205,0,1.7989569074,0.19245008973,0.0749531688996
5268,5269,2011-08-12,2,0,8,10,0,5,1,1,0.74,0.6515,0.33,0.1045,44,86,130,0,2.07613699634,0.150755672289,0.107832773203
5269,5270,2011-08-12,2,0,8,11,0,5,1,1,0.76,0.6667,0.29,0.0,48,108,156,1,1.96494372973,0.144337567297,0.0962250448649
5270,5271,2011-08-12,2,0,8,12,0,5,1,1,0.8,0.697,0.27,0.0,55,167,222,1,1.75142361026,0.134839972493,0.0773823232534
5271,5272,2011-08-12,2,0,8,13,0,5,1,1,0.78,0.6818,0.29,0.0896,74,179,253,0,1.67131567616,0.116247638744,0.0747435092752
5272,5273,2011-08-12,2,0,8,14,0,5,1,1,0.8,0.697,0.29,0.194,51,135,186,0,1.85695338177,0.140028008403,0.0860662965824
5273,5274,2011-08-12,2,0,8,15,0,5,1,1,0.8,0.697,0.29,0.1642,59,190,249,0,1.68073161363,0.130188910981,0.072547625011
5274,5275,2011-08-12,2,0,8,16,0,5,1,1,0.82,0.7121,0.28,0.0,68,266,334,1,1.50584650484,0.121267812518,0.0613139339485
5275,5276,2011-08-12,2,0,8,17,0,5,1,1,0.82,0.7121,0.26,0.0,93,423,516,1,1.26188616281,0.103695169473,0.0486216638326
5276,5277,2011-08-12,2,0,8,18,0,5,1,1,0.76,0.6818,0.4,0.2985,89,376,465,0,1.31876094679,0.105999788001,0.0515710623129
5277,5278,2011-08-12,2,0,8,19,0,5,1,1,0.74,0.6667,0.42,0.2239,101,284,385,0,1.42421822974,0.099503719021,0.0593390829097
5278,5279,2011-08-12,2,0,8,20,0,5,1,1,0.72,0.6515,0.42,0.2239,77,210,287,0,1.59515806806,0.11396057646,0.0690065559342
5279,5280,2011-08-12,2,0,8,21,0,5,1,1,0.7,0.6515,0.48,0.1343,73,153,226,0,1.74077655956,0.117041147196,0.0808452083454
5280,5281,2011-08-12,2,0,8,22,0,5,1,1,0.68,0.6364,0.51,0.0,74,157,231,1,1.72516389836,0.116247638744,0.0798086884468
5281,5282,2011-08-12,2,0,8,23,0,5,1,1,0.68,0.6364,0.51,0.0,51,100,151,1,1.98418947533,0.140028008403,0.1
5282,5283,2011-08-13,2,0,8,0,0,6,0,1,0.68,0.6364,0.51,0.1045,15,69,84,0,2.32495277488,0.258198889747,0.120385853086
5283,5284,2011-08-13,2,0,8,1,0,6,0,1,0.68,0.6364,0.57,0.0896,13,64,77,0,2.3702273157,0.277350098113,0.125
5284,5285,2011-08-13,2,0,8,2,0,6,0,1,0.68,0.6364,0.57,0.0,16,58,74,1,2.39045721867,0.25,0.13130643286
5285,5286,2011-08-13,2,0,8,3,0,6,0,1,0.66,0.6212,0.65,0.1343,9,18,27,0,2.80606766633,0.333333333333,0.235702260396
5286,5287,2011-08-13,2,0,8,4,0,6,0,1,0.64,0.6061,0.73,0.1343,5,5,10,0,3.02891266408,0.4472135955,0.4472135955
5287,5288,2011-08-13,2,0,8,5,0,6,0,1,0.64,0.6061,0.73,0.1045,3,15,18,0,2.92352673102,0.57735026919,0.258198889747
5288,5289,2011-08-13,2,0,8,6,0,6,0,1,0.64,0.6061,0.73,0.0896,3,19,22,0,2.86299167157,0.57735026919,0.229415733871
5289,5290,2011-08-13,2,0,8,7,0,6,0,1,0.66,0.6212,0.74,0.194,10,34,44,0,2.63523138347,0.316227766017,0.171498585143
5290,5291,2011-08-13,2,0,8,8,0,6,0,1,0.7,0.6515,0.65,0.1642,28,90,118,0,2.13200716356,0.188982236505,0.105409255339
5291,5292,2011-08-13,2,0,8,9,0,6,0,1,0.7,0.6667,0.74,0.1642,70,138,208,0,1.7902871851,0.119522860933,0.0851256530759
5292,5293,2011-08-13,2,0,8,10,0,6,0,1,0.72,0.697,0.74,0.2239,97,163,260,0,1.6552117772,0.101534616513,0.0783260449988
5293,5294,2011-08-13,2,0,8,11,0,6,0,1,0.74,0.697,0.7,0.194,122,192,314,0,1.54119982874,0.0905357460425,0.0721687836487
5294,5295,2011-08-13,2,0,8,12,0,6,0,1,0.66,0.5909,0.89,0.1642,175,246,421,0,1.37360563949,0.0755928946018,0.0637576713063
5295,5296,2011-08-13,2,0,8,13,0,6,0,1,0.74,0.7121,0.74,0.3284,61,92,153,0,1.97642353761,0.128036879933,0.104257207029
5296,5297,2011-08-13,2,0,8,14,0,6,0,1,0.74,0.697,0.7,0.2537,113,146,259,0,1.65748386033,0.0940720868384,0.0827605888602
5297,5298,2011-08-13,2,0,8,15,0,6,0,0,0.68,0.6364,0.79,0.3582,150,208,358,0,1.46489683827,0.0816496580928,0.0693375245282
5298,5299,2011-08-13,2,0,8,16,0,6,0,1,0.7,0.6667,0.74,0.2836,148,133,281,0,1.6074760739,0.0821994936527,0.0867109969524
5299,5300,2011-08-13,2,0,8,17,0,6,0,1,0.72,0.697,0.74,0.2537,97,172,269,0,1.63299316186,0.101534616513,0.0762492851663
5300,5301,2011-08-13,2,0,8,18,0,6,0,1,0.7,0.6667,0.74,0.2239,123,169,292,0,1.58510656237,0.0901669634667,0.0769230769231
5301,5302,2011-08-13,2,0,8,19,0,6,0,1,0.68,0.6364,0.79,0.2836,67,170,237,0,1.70996392014,0.122169444356,0.0766964988847
5302,5303,2011-08-13,2,0,8,20,0,6,0,1,0.68,0.6364,0.83,0.2239,78,105,183,0,1.86989398002,0.113227703414,0.0975900072949
5303,5304,2011-08-13,2,0,8,21,0,6,0,1,0.68,0.6364,0.83,0.3881,40,127,167,0,1.9245008973,0.158113883008,0.0887356509416
5304,5305,2011-08-13,2,0,8,22,0,6,0,1,0.68,0.6364,0.83,0.3881,36,118,154,0,1.97257460788,0.166666666667,0.0920574617898
5305,5306,2011-08-13,2,0,8,23,0,6,0,1,0.66,0.6061,0.83,0.3284,25,95,120,0,2.12238179989,0.2,0.102597835209
5306,5307,2011-08-14,2,0,8,0,0,0,0,0,0.66,0.6061,0.83,0.2985,19,71,90,0,2.28814380978,0.229415733871,0.118678165819
5307,5308,2011-08-14,2,0,8,1,0,0,0,0,0.64,0.5758,0.89,0.2239,16,57,73,0,2.39731650743,0.25,0.132453235707
5308,5309,2011-08-14,2,0,8,2,0,0,0,0,0.64,0.5758,0.89,0.2239,13,49,62,0,2.484519975,0.277350098113,0.142857142857
5309,5310,2011-08-14,2,0,8,3,0,0,0,1,0.64,0.5606,0.94,0.2537,5,22,27,0,2.80606766633,0.4472135955,0.213200716356
5310,5311,2011-08-14,2,0,8,4,0,0,0,0,0.64,0.5606,0.94,0.194,1,2,3,0,3.13112145543,1.0,0.707106781187
5311,5312,2011-08-14,2,0,8,5,0,0,0,1,0.64,0.5606,0.94,0.1642,1,9,10,0,3.02891266408,1.0,0.333333333333
5312,5313,2011-08-14,2,0,8,6,0,0,0,1,0.64,0.5606,0.94,0.1045,2,4,6,0,3.08606699924,0.707106781187,0.5
5313,5314,2011-08-14,2,0,8,7,0,0,0,1,0.66,0.5909,0.89,0.194,4,20,24,0,2.83980917124,0.5,0.22360679775
5314,5315,2011-08-14,2,0,8,8,0,0,0,1,0.66,0.5909,0.89,0.2836,20,21,41,0,2.66311820646,0.22360679775,0.218217890236
5315,5316,2011-08-14,2,0,8,9,0,0,0,0,0.66,0.5909,0.89,0.2836,27,76,103,0,2.21403721385,0.19245008973,0.114707866935
5316,5317,2011-08-14,2,0,8,10,0,0,0,1,0.7,0.6667,0.79,0.2239,67,116,183,0,1.86989398002,0.122169444356,0.0928476690885
5317,5318,2011-08-14,2,0,8,11,0,0,0,1,0.7,0.6667,0.79,0.194,81,117,198,0,1.81968631312,0.111111111111,0.0924500327042
5318,5319,2011-08-14,2,0,8,12,0,0,0,1,0.7,0.6667,0.79,0.2239,98,183,281,0,1.6074760739,0.101015254455,0.0739221270955
5319,5320,2011-08-14,2,0,8,13,0,0,0,1,0.72,0.697,0.74,0.2537,144,233,377,0,1.43591631724,0.0833333333333,0.065512178208
5320,5321,2011-08-14,2,0,8,14,0,0,0,1,0.74,0.697,0.7,0.194,126,244,370,0,1.44639213535,0.0890870806375,0.0640184399664
5321,5322,2011-08-14,2,0,8,15,0,0,0,1,0.74,0.697,0.66,0.194,128,203,331,0,1.51099471304,0.0883883476483,0.0701862406344
5322,5323,2011-08-14,2,0,8,16,0,0,0,1,0.74,0.697,0.66,0.1642,116,176,292,0,1.58510656237,0.0928476690885,0.0753778361444
5323,5324,2011-08-14,2,0,8,17,0,0,0,1,0.76,0.7121,0.62,0.1343,133,196,329,0,1.51445633204,0.0867109969524,0.0714285714286
5324,5325,2011-08-14,2,0,8,18,0,0,0,1,0.74,0.697,0.66,0.1642,125,222,347,0,1.48249863332,0.0894427191,0.0671156055214
5325,5326,2011-08-14,2,0,8,19,0,0,0,1,0.72,0.697,0.74,0.2239,75,184,259,0,1.65748386033,0.115470053838,0.0737209780774
5326,5327,2011-08-14,2,0,8,20,0,0,0,1,0.7,0.6667,0.84,0.1642,67,126,193,0,1.83493960854,0.122169444356,0.0890870806375
5327,5328,2011-08-14,2,0,8,21,0,0,0,0,0.6,0.5455,0.88,0.4925,51,104,155,0,1.9687480774,0.140028008403,0.0980580675691
5328,5329,2011-08-14,2,0,8,22,0,0,0,0,0.6,0.5455,0.88,0.4925,14,25,39,0,2.68220890393,0.267261241912,0.2
5329,5330,2011-08-14,2,0,8,23,0,0,0,0,0.6,0.5606,0.83,0.0,5,22,27,1,2.80606766633,0.4472135955,0.213200716356
5330,5331,2011-08-15,2,0,8,0,0,1,1,0,0.6,0.5455,0.88,0.0896,7,18,25,0,2.82842712475,0.377964473009,0.235702260396
5331,5332,2011-08-15,2,0,8,1,0,1,1,1,0.6,0.5455,0.88,0.1343,1,9,10,0,3.02891266408,1.0,0.333333333333
5332,5333,2011-08-15,2,0,8,2,0,1,1,1,0.6,0.5606,0.83,0.0,0,3,3,1,3.13112145543,inf,0.57735026919
5333,5334,2011-08-15,2,0,8,3,0,1,1,1,0.6,0.5606,0.83,0.194,1,6,7,0,3.07147558417,1.0,0.408248290464
5334,5335,2011-08-15,2,0,8,4,0,1,1,1,0.6,0.5606,0.83,0.1343,1,4,5,0,3.10086836473,1.0,0.5
5335,5336,2011-08-15,2,0,8,5,0,1,1,1,0.6,0.5455,0.88,0.194,3,14,17,0,2.93610109757,0.57735026919,0.267261241912
5336,5337,2011-08-15,2,0,8,6,0,1,1,1,0.6,0.5455,0.88,0.2537,3,87,90,0,2.28814380978,0.57735026919,0.107211253484
5337,5338,2011-08-15,2,0,8,7,0,1,1,1,0.6,0.5455,0.88,0.2537,10,248,258,0,1.65976532577,0.316227766017,0.0635000635001
5338,5339,2011-08-15,2,0,8,8,0,1,1,1,0.64,0.5909,0.78,0.3284,29,326,355,0,1.46963506144,0.185695338177,0.0553848775622
5339,5340,2011-08-15,2,0,8,9,0,1,1,1,0.64,0.5909,0.78,0.3284,52,170,222,0,1.75142361026,0.138675049056,0.0766964988847
5340,5341,2011-08-15,2,0,8,10,0,1,1,1,0.68,0.6364,0.69,0.2836,54,87,141,0,2.02860206483,0.136082763488,0.107211253484
5341,5342,2011-08-15,2,0,8,11,0,1,1,1,0.72,0.6818,0.62,0.2537,41,112,153,0,1.97642353761,0.156173761889,0.0944911182523
5342,5343,2011-08-15,2,0,8,12,0,1,1,1,0.74,0.6818,0.58,0.2836,62,116,178,0,1.88645669476,0.127000127,0.0928476690885
5343,5344,2011-08-15,2,0,8,13,0,1,1,1,0.78,0.7121,0.52,0.2836,53,140,193,0,1.83493960854,0.137360563949,0.0845154254729
5344,5345,2011-08-15,2,0,8,14,0,1,1,1,0.74,0.6818,0.55,0.0896,56,95,151,0,1.98418947533,0.133630620956,0.102597835209
5345,5346,2011-08-15,2,0,8,15,0,1,1,0,0.74,0.6818,0.55,0.2985,49,133,182,0,1.87317162316,0.142857142857,0.0867109969524
5346,5347,2011-08-15,2,0,8,16,0,1,1,1,0.74,0.6818,0.55,0.3284,58,225,283,0,1.60333841949,0.13130643286,0.0666666666667
5347,5348,2011-08-15,2,0,8,17,0,1,1,1,0.74,0.6667,0.51,0.2836,59,471,530,0,1.24805144075,0.130188910981,0.0460775677584
5348,5349,2011-08-15,2,0,8,18,0,1,1,1,0.7,0.6515,0.65,0.194,70,413,483,0,1.29749824027,0.119522860933,0.0492067831305
5349,5350,2011-08-15,2,0,8,19,0,1,1,1,0.7,0.6515,0.65,0.0,54,343,397,1,1.40580389279,0.136082763488,0.0539949247156
5350,5351,2011-08-15,2,0,8,20,0,1,1,1,0.66,0.6212,0.74,0.1343,45,240,285,0,1.59923255252,0.1490711985,0.0645497224368
5351,5352,2011-08-15,2,0,8,21,0,1,1,1,0.66,0.6212,0.65,0.194,34,150,184,0,1.86338998125,0.171498585143,0.0816496580928
5352,5353,2011-08-15,2,0,8,22,0,1,1,1,0.66,0.6212,0.69,0.2537,22,76,98,0,2.24167919831,0.213200716356,0.114707866935
5353,5354,2011-08-15,2,0,8,23,0,1,1,1,0.64,0.6061,0.69,0.2239,11,77,88,0,2.30021853114,0.301511344578,0.11396057646
5354,5355,2011-08-16,2,0,8,0,0,2,1,1,0.64,0.6061,0.69,0.1045,8,23,31,0,2.76289481998,0.353553390593,0.208514414057
5355,5356,2011-08-16,2,0,8,1,0,2,1,1,0.64,0.6061,0.69,0.1642,4,12,16,0,2.9488391231,0.5,0.288675134595
5356,5357,2011-08-16,2,0,8,2,0,2,1,1,0.62,0.5909,0.73,0.2239,1,3,4,0,3.11588476425,1.0,0.57735026919
5357,5358,2011-08-16,2,0,8,3,0,2,1,1,0.62,0.5909,0.73,0.2239,1,5,6,0,3.08606699924,1.0,0.4472135955
5358,5359,2011-08-16,2,0,8,4,0,2,1,1,0.64,0.6061,0.69,0.2985,0,5,5,0,3.10086836473,inf,0.4472135955
5359,5360,2011-08-16,2,0,8,5,0,2,1,1,0.62,0.5909,0.73,0.2836,1,29,30,0,2.77350098113,1.0,0.185695338177
5360,5361,2011-08-16,2,0,8,6,0,2,1,1,0.62,0.5909,0.73,0.3284,4,115,119,0,2.12717814906,0.5,0.093250480824
5361,5362,2011-08-16,2,0,8,7,0,2,1,1,0.64,0.6061,0.69,0.2537,18,328,346,0,1.48576765302,0.235702260396,0.0552157630374
5362,5363,2011-08-16,2,0,8,8,0,2,1,1,0.7,0.6515,0.58,0.4478,24,417,441,0,1.34717557604,0.204124145232,0.0489702106874
5363,5364,2011-08-16,2,0,8,9,0,2,1,1,0.68,0.6364,0.61,0.2836,27,171,198,0,1.81968631312,0.19245008973,0.0764719112902
5364,5365,2011-08-16,2,0,8,10,0,2,1,1,0.7,0.6515,0.58,0.3881,28,83,111,0,2.16675695009,0.188982236505,0.10976425999
5365,5366,2011-08-16,2,0,8,11,0,2,1,1,0.74,0.6667,0.51,0.2239,40,110,150,0,1.98810693122,0.158113883008,0.0953462589246
5366,5367,2011-08-16,2,0,8,12,0,2,1,1,0.76,0.6818,0.48,0.3284,42,120,162,0,1.94257172471,0.154303349962,0.0912870929175
5367,5368,2011-08-16,2,0,8,13,0,2,1,1,0.76,0.6818,0.48,0.2985,45,147,192,0,1.83803655523,0.1490711985,0.0824786098842
5368,5369,2011-08-16,2,0,8,14,0,2,1,1,0.76,0.6818,0.45,0.4179,65,117,182,0,1.87317162316,0.124034734589,0.0924500327042
5369,5370,2011-08-16,2,0,8,15,0,2,1,1,0.8,0.7121,0.41,0.2985,36,123,159,0,1.95366166291,0.166666666667,0.0901669634667
5370,5371,2011-08-16,2,0,8,16,0,2,1,1,0.8,0.7121,0.41,0.2239,55,248,303,0,1.563645668,0.134839972493,0.0635000635001
5371,5372,2011-08-16,2,0,8,17,0,2,1,1,0.76,0.6818,0.45,0.3284,75,525,600,0,1.18345267083,0.115470053838,0.0436435780472
5372,5373,2011-08-16,2,0,8,18,0,2,1,1,0.76,0.6818,0.45,0.2239,54,516,570,0,1.21001191868,0.136082763488,0.0440225453163
5373,5374,2011-08-16,2,0,8,19,0,2,1,1,0.74,0.6667,0.48,0.194,56,320,376,0,1.43739893644,0.133630620956,0.0559016994375
5374,5375,2011-08-16,2,0,8,20,0,2,1,1,0.74,0.6667,0.51,0.0,48,232,280,1,1.60955694995,0.144337567297,0.0656532164299
5375,5376,2011-08-16,2,0,8,21,0,2,1,1,0.72,0.6667,0.54,0.0,38,177,215,1,1.77053557949,0.162221421131,0.0751646028003
5376,5377,2011-08-16,2,0,8,22,0,2,1,1,0.7,0.6515,0.61,0.0,31,121,152,1,1.98029508595,0.179605302027,0.0909090909091
5377,5378,2011-08-16,2,0,8,23,0,2,1,1,0.66,0.6212,0.65,0.1343,20,57,77,0,2.3702273157,0.22360679775,0.132453235707
5378,5379,2011-08-17,2,0,8,0,0,3,1,1,0.66,0.6212,0.69,0.0896,8,16,24,0,2.83980917124,0.353553390593,0.25
