,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,windy,cntN,casualN,registeredN
3518,3519,2011-05-31,1,0,5,12,0,2,1,1,0.86,0.803,0.47,0.1343,37,125,162,0,1.94257172471,0.164398987305,0.0894427191
3519,3520,2011-05-31,1,0,5,13,0,2,1,1,0.9,0.8333,0.39,0.1642,37,110,147,0,2.0,0.164398987305,0.0953462589246
3520,3521,2011-05-31,1,0,5,14,0,2,1,1,0.9,0.8182,0.37,0.0,41,99,140,1,2.03278907045,0.156173761889,0.100503781526
3521,3522,2011-05-31,1,0,5,15,0,2,1,1,0.9,0.8182,0.37,0.1642,42,133,175,0,1.89660810453,0.154303349962,0.0867109969524
3522,3523,2011-05-31,1,0,5,16,0,2,1,1,0.9,0.8333,0.39,0.1343,44,205,249,0,1.68073161363,0.150755672289,0.069843029577
3523,3524,2011-05-31,1,0,5,17,0,2,1,1,0.84,0.803,0.53,0.2239,67,428,495,0,1.28458748885,0.122169444356,0.0483368244523
3524,3525,2011-05-31,1,0,5,18,0,2,1,1,0.84,0.803,0.53,0.194,55,362,417,0,1.37881858285,0.134839972493,0.0525588331228
3525,3526,2011-05-31,1,0,5,19,0,2,1,1,0.78,0.7424,0.62,0.1045,39,246,285,0,1.59923255252,0.160128153805,0.0637576713063
3526,3527,2011-05-31,1,0,5,20,0,2,1,1,0.78,0.7424,0.62,0.1045,38,213,251,0,1.67600380788,0.162221421131,0.0685188709828
3527,3528,2011-05-31,1,0,5,21,0,2,1,1,0.76,0.7273,0.66,0.1045,45,165,210,0,1.78457652562,0.1490711985,0.0778498944162
3528,3529,2011-05-31,1,0,5,22,0,2,1,1,0.74,0.697,0.7,0.1642,42,117,159,0,1.95366166291,0.154303349962,0.0924500327042
3537,3538,2011-06-01,2,0,6,7,0,3,1,1,0.7,0.6667,0.79,0.1642,19,265,284,0,1.60128153805,0.229415733871,0.0614295116834
3538,3539,2011-06-01,2,0,6,8,0,3,1,1,0.72,0.697,0.79,0.194,37,417,454,0,1.33155910323,0.164398987305,0.0489702106874
3539,3540,2011-06-01,2,0,6,9,0,3,1,1,0.74,0.7121,0.74,0.2239,34,173,207,0,1.7931631503,0.171498585143,0.076028592127
3542,3543,2011-06-01,2,0,6,12,0,3,1,1,0.86,0.8333,0.53,0.0,32,137,169,1,1.91741247212,0.176776695297,0.0854357657717
3543,3544,2011-06-01,2,0,6,13,0,3,1,1,0.9,0.8182,0.37,0.194,29,125,154,0,1.97257460788,0.185695338177,0.0894427191
3544,3545,2011-06-01,2,0,6,14,0,3,1,1,0.9,0.8182,0.37,0.2537,40,105,145,0,2.00804832226,0.158113883008,0.0975900072949
3545,3546,2011-06-01,2,0,6,15,0,3,1,1,0.9,0.8333,0.39,0.2985,25,127,152,0,1.98029508595,0.2,0.0887356509416
3546,3547,2011-06-01,2,0,6,16,0,3,1,1,0.86,0.803,0.47,0.2985,39,227,266,0,1.63956458946,0.160128153805,0.06637233116
3547,3548,2011-06-01,2,0,6,17,0,3,1,1,0.86,0.803,0.47,0.2985,52,434,486,0,1.29423408858,0.138675049056,0.0480015360737
3548,3549,2011-06-01,2,0,6,18,0,3,1,0,0.82,0.7879,0.56,0.3881,31,278,309,0,1.55043418237,0.179605302027,0.0599760143904
3549,3550,2011-06-01,2,0,6,19,0,3,1,1,0.74,0.7121,0.79,0.1642,16,248,264,0,1.64621599442,0.25,0.0635000635001
3550,3551,2011-06-01,2,0,6,20,0,3,1,1,0.74,0.7121,0.79,0.2537,23,233,256,0,1.66435666325,0.208514414057,0.065512178208
3551,3552,2011-06-01,2,0,6,21,0,3,1,1,0.74,0.697,0.7,0.2836,29,161,190,0,1.84427778391,0.185695338177,0.0788110406239
3561,3562,2011-06-02,2,0,6,7,0,4,1,1,0.7,0.6364,0.34,0.2537,19,285,304,0,1.56173761889,0.229415733871,0.0592348877759
3562,3563,2011-06-02,2,0,6,8,0,4,1,1,0.7,0.6364,0.32,0.2985,25,442,467,0,1.31647341524,0.2,0.0475651494154
3563,3564,2011-06-02,2,0,6,9,0,4,1,1,0.72,0.6364,0.26,0.3582,28,197,225,0,1.74077655956,0.188982236505,0.0712470499879
3564,3565,2011-06-02,2,0,6,10,0,4,1,1,0.72,0.6515,0.28,0.4925,33,106,139,0,2.03700210932,0.174077655956,0.0971285862357
3565,3566,2011-06-02,2,0,6,11,0,4,1,1,0.74,0.6515,0.28,0.3881,42,123,165,0,1.93166852322,0.154303349962,0.0901669634667
3566,3567,2011-06-02,2,0,6,12,0,4,1,1,0.76,0.6667,0.25,0.4627,39,193,232,0,1.72260240637,0.160128153805,0.0719815750749
3567,3568,2011-06-02,2,0,6,13,0,4,1,1,0.8,0.6818,0.24,0.3582,35,168,203,0,1.80480718921,0.169030850946,0.077151674981
3568,3569,2011-06-02,2,0,6,14,0,4,1,1,0.78,0.6667,0.24,0.3284,43,142,185,0,1.86338998125,0.152498570333,0.0839181358297
3569,3570,2011-06-02,2,0,6,15,0,4,1,1,0.8,0.6818,0.21,0.3881,44,144,188,0,1.85058302549,0.150755672289,0.0833333333333
3570,3571,2011-06-02,2,0,6,16,0,4,1,1,0.8,0.6818,0.22,0.4925,63,255,318,0,1.53392997769,0.12598815767,0.0626224291085
3571,3572,2011-06-02,2,0,6,17,0,4,1,1,0.76,0.6515,0.2,0.5224,88,484,572,0,1.20824418666,0.106600358178,0.0454545454545
3572,3573,2011-06-02,2,0,6,18,0,4,1,1,0.74,0.6515,0.22,0.3881,74,451,525,0,1.25294002758,0.116247638744,0.0470881609348
3573,3574,2011-06-02,2,0,6,19,0,4,1,1,0.72,0.6364,0.23,0.2985,58,321,379,0,1.43296479034,0.13130643286,0.0558145572186
3574,3575,2011-06-02,2,0,6,20,0,4,1,1,0.7,0.6364,0.24,0.194,51,286,337,0,1.50075056297,0.140028008403,0.0591312395989
3575,3576,2011-06-02,2,0,6,21,0,4,1,1,0.66,0.6212,0.31,0.194,33,215,248,0,1.68311056969,0.174077655956,0.068199433947
3576,3577,2011-06-02,2,0,6,22,0,4,1,1,0.64,0.6212,0.33,0.2537,14,141,155,0,1.9687480774,0.267261241912,0.0842151921067
3585,3586,2011-06-03,2,0,6,7,0,5,1,1,0.54,0.5152,0.45,0.2537,25,252,277,0,1.61584840175,0.2,0.0629940788349
3586,3587,2011-06-03,2,0,6,8,0,5,1,1,0.56,0.5303,0.43,0.3284,31,471,502,0,1.2772319172,0.179605302027,0.0460775677584
3587,3588,2011-06-03,2,0,6,9,0,5,1,1,0.58,0.5455,0.4,0.1642,36,194,230,0,1.72773685116,0.166666666667,0.0717958158618
3588,3589,2011-06-03,2,0,6,10,0,5,1,1,0.62,0.6212,0.33,0.2537,54,107,161,0,1.9462473604,0.136082763488,0.0966736489046
3589,3590,2011-06-03,2,0,6,11,0,5,1,1,0.64,0.6212,0.31,0.3284,57,135,192,0,1.83803655523,0.132453235707,0.0860662965824
3590,3591,2011-06-03,2,0,6,12,0,5,1,1,0.66,0.6212,0.27,0.2836,51,208,259,0,1.65748386033,0.140028008403,0.0693375245282
3591,3592,2011-06-03,2,0,6,13,0,5,1,1,0.68,0.6212,0.26,0.2537,58,190,248,0,1.68311056969,0.13130643286,0.072547625011
3592,3593,2011-06-03,2,0,6,14,0,5,1,1,0.7,0.6364,0.28,0.2836,66,174,240,0,1.70251306152,0.123091490979,0.0758098043579
3593,3594,2011-06-03,2,0,6,15,0,5,1,1,0.7,0.6364,0.28,0.2836,56,156,212,0,1.77892016741,0.133630620956,0.0800640769025
3594,3595,2011-06-03,2,0,6,16,0,5,1,1,0.72,0.6364,0.26,0.3284,63,286,349,0,1.47925109682,0.12598815767,0.0591312395989
3595,3596,2011-06-03,2,0,6,17,0,5,1,1,0.72,0.6364,0.25,0.2836,73,485,558,0,1.2207837506,0.117041147196,0.0454076609186
3596,3597,2011-06-03,2,0,6,18,0,5,1,1,0.7,0.6364,0.24,0.2985,76,488,564,0,1.21536203431,0.114707866935,0.0452678730213
3597,3598,2011-06-03,2,0,6,19,0,5,1,1,0.68,0.6212,0.26,0.2836,53,338,391,0,1.41421356237,0.137360563949,0.054392829322
3598,3599,2011-06-03,2,0,6,20,0,5,1,1,0.64,0.6212,0.29,0.1642,57,236,293,0,1.58311896715,0.132453235707,0.0650944554904
3599,3600,2011-06-03,2,0,6,21,0,5,1,1,0.64,0.6212,0.29,0.1045,51,196,247,0,1.68549965616,0.140028008403,0.0714285714286
3600,3601,2011-06-03,2,0,6,22,0,5,1,1,0.62,0.6212,0.35,0.0,26,145,171,1,1.91040179975,0.196116135138,0.0830454798537
3601,3602,2011-06-03,2,0,6,23,0,5,1,1,0.58,0.5455,0.46,0.1045,30,141,171,0,1.91040179975,0.182574185835,0.0842151921067
3611,3612,2011-06-04,2,0,6,9,0,6,0,1,0.62,0.6212,0.43,0.1343,55,169,224,0,1.74607573942,0.134839972493,0.0769230769231
3612,3613,2011-06-04,2,0,6,10,0,6,0,1,0.64,0.6212,0.38,0.1045,115,202,317,0,1.53573779208,0.093250480824,0.070359754473
3613,3614,2011-06-04,2,0,6,11,0,6,0,1,0.66,0.6212,0.36,0.1343,120,249,369,0,1.44790747588,0.0912870929175,0.0633724250524
3614,3615,2011-06-04,2,0,6,12,0,6,0,1,0.7,0.6364,0.32,0.1642,150,270,420,0,1.37490333051,0.0816496580928,0.060858061945
3615,3616,2011-06-04,2,0,6,13,0,6,0,1,0.74,0.6515,0.28,0.1343,188,268,456,0,1.32920444338,0.0729324957489,0.0610847221782
3616,3617,2011-06-04,2,0,6,14,0,6,0,1,0.74,0.6515,0.33,0.2239,193,258,451,0,1.33511467459,0.0719815750749,0.0622572806365
3617,3618,2011-06-04,2,0,6,15,0,6,0,1,0.74,0.6515,0.27,0.4179,180,224,404,0,1.39617969431,0.07453559925,0.0668153104781
3618,3619,2011-06-04,2,0,6,16,0,6,0,1,0.72,0.6515,0.3,0.1343,168,272,440,0,1.34839972493,0.077151674981,0.0606339062591
3619,3620,2011-06-04,2,0,6,17,0,6,0,1,0.72,0.6515,0.34,0.2537,142,202,344,0,1.48905839383,0.0839181358297,0.070359754473
3620,3621,2011-06-04,2,0,6,18,0,6,0,1,0.74,0.6515,0.3,0.1642,127,214,341,0,1.49403576167,0.0887356509416,0.0683585927025
3621,3622,2011-06-04,2,0,6,19,0,6,0,1,0.7,0.6364,0.39,0.0896,79,206,285,0,1.59923255252,0.112508790093,0.0696733014292
3622,3623,2011-06-04,2,0,6,20,0,6,0,1,0.7,0.6515,0.48,0.0896,90,149,239,0,1.70498584868,0.105409255339,0.0819231920519
3623,3624,2011-06-04,2,0,6,21,0,6,0,1,0.66,0.6212,0.47,0.1045,46,139,185,0,1.86338998125,0.147441956155,0.084818892968
3624,3625,2011-06-04,2,0,6,22,0,6,0,1,0.64,0.6212,0.57,0.2239,49,141,190,0,1.84427778391,0.142857142857,0.0842151921067
3625,3626,2011-06-04,2,0,6,23,0,6,0,1,0.64,0.6212,0.57,0.0,29,121,150,1,1.98810693122,0.185695338177,0.0909090909091
3635,3636,2011-06-05,2,0,6,9,0,0,0,1,0.6,0.5758,0.78,0.194,53,111,164,0,1.93528249929,0.137360563949,0.0949157995752
3636,3637,2011-06-05,2,0,6,10,0,0,0,1,0.62,0.5909,0.73,0.0896,83,168,251,0,1.67600380788,0.10976425999,0.077151674981
3637,3638,2011-06-05,2,0,6,11,0,0,0,1,0.64,0.6061,0.69,0.1045,121,214,335,0,1.50414209399,0.0909090909091,0.0683585927025
3638,3639,2011-06-05,2,0,6,12,0,0,0,1,0.64,0.6061,0.69,0.1045,123,212,335,0,1.50414209399,0.0901669634667,0.0686802819743
3639,3640,2011-06-05,2,0,6,13,0,0,0,1,0.66,0.6212,0.65,0.1045,154,213,367,0,1.45095250022,0.0805822964025,0.0685188709828
3640,3641,2011-06-05,2,0,6,14,0,0,0,1,0.7,0.6515,0.58,0.1642,161,224,385,0,1.42421822974,0.0788110406239,0.0668153104781
3641,3642,2011-06-05,2,0,6,15,0,0,0,1,0.7,0.6515,0.54,0.0,161,256,417,1,1.37881858285,0.0788110406239,0.0625
3642,3643,2011-06-05,2,0,6,16,0,0,0,1,0.72,0.6667,0.51,0.0896,138,260,398,0,1.40441681412,0.0851256530759,0.0620173672946
3643,3644,2011-06-05,2,0,6,17,0,0,0,1,0.74,0.6667,0.51,0.0,126,264,390,1,1.4156299008,0.0890870806375,0.0615457454897
3644,3645,2011-06-05,2,0,6,18,0,0,0,1,0.7,0.6515,0.58,0.1045,124,239,363,0,1.45710063157,0.0898026510134,0.0646846227353
3645,3646,2011-06-05,2,0,6,19,0,0,0,1,0.68,0.6364,0.65,0.1642,108,249,357,0,1.46647115021,0.0962250448649,0.0633724250524
3646,3647,2011-06-05,2,0,6,20,0,0,0,1,0.66,0.6212,0.69,0.194,84,195,279,0,1.61164592805,0.109108945118,0.0716114874039
3647,3648,2011-06-05,2,0,6,21,0,0,0,1,0.64,0.6061,0.73,0.1642,54,111,165,0,1.93166852322,0.136082763488,0.0949157995752
3648,3649,2011-06-05,2,0,6,22,0,0,0,1,0.64,0.5909,0.78,0.2239,36,94,130,0,2.07613699634,0.166666666667,0.103142124626
3657,3658,2011-06-06,2,0,6,7,0,1,1,1,0.62,0.5909,0.78,0.1045,18,281,299,0,1.57134840264,0.235702260396,0.0596549986272
3658,3659,2011-06-06,2,0,6,8,0,1,1,1,0.64,0.6061,0.73,0.0896,28,410,438,0,1.3508580674,0.188982236505,0.0493864798325
3659,3660,2011-06-06,2,0,6,9,0,1,1,1,0.7,0.6515,0.58,0.1642,26,162,188,0,1.85058302549,0.196116135138,0.0785674201318
3662,3663,2011-06-06,2,0,6,12,0,1,1,1,0.76,0.6667,0.37,0.1642,25,128,153,0,1.97642353761,0.2,0.0883883476483
3663,3664,2011-06-06,2,0,6,13,0,1,1,1,0.78,0.6818,0.35,0.0,28,152,180,1,1.87977895099,0.188982236505,0.0811107105654
3664,3665,2011-06-06,2,0,6,14,0,1,1,1,0.78,0.6818,0.31,0.1343,46,99,145,0,2.00804832226,0.147441956155,0.100503781526
3665,3666,2011-06-06,2,0,6,15,0,1,1,1,0.8,0.697,0.29,0.194,38,127,165,0,1.93166852322,0.162221421131,0.0887356509416
3666,3667,2011-06-06,2,0,6,16,0,1,1,1,0.76,0.6667,0.33,0.1343,34,233,267,0,1.63956458946,0.171498585143,0.065512178208
3667,3668,2011-06-06,2,0,6,17,0,1,1,1,0.78,0.6818,0.33,0.2836,63,516,579,0,1.20211759209,0.12598815767,0.0440225453163
3668,3669,2011-06-06,2,0,6,18,0,1,1,1,0.76,0.6667,0.31,0.1343,56,500,556,0,1.22260717768,0.133630620956,0.04472135955
3669,3670,2011-06-06,2,0,6,19,0,1,1,1,0.72,0.6667,0.54,0.194,64,343,407,0,1.39211511597,0.125,0.0539949247156
3670,3671,2011-06-06,2,0,6,20,0,1,1,1,0.68,0.6364,0.61,0.1343,59,277,336,0,1.50244345754,0.130188910981,0.0600841768126
3671,3672,2011-06-06,2,0,6,21,0,1,1,1,0.66,0.6212,0.57,0.0896,29,160,189,0,1.84742233484,0.185695338177,0.0790569415042
3672,3673,2011-06-06,2,0,6,22,0,1,1,1,0.66,0.6212,0.61,0.0896,36,137,173,0,1.90346746907,0.166666666667,0.0854357657717
3681,3682,2011-06-07,2,0,6,7,0,2,1,1,0.64,0.6061,0.69,0.194,23,311,334,0,1.50584650484,0.208514414057,0.0567047977124
3682,3683,2011-06-07,2,0,6,8,0,2,1,1,0.68,0.6364,0.61,0.1343,45,432,477,0,1.30410132739,0.1490711985,0.0481125224325
3683,3684,2011-06-07,2,0,6,9,0,2,1,1,0.72,0.6667,0.58,0.2239,27,190,217,0,1.76501127405,0.19245008973,0.072547625011
3685,3686,2011-06-07,2,0,6,11,0,2,1,1,0.76,0.697,0.52,0.2537,38,113,151,0,1.98418947533,0.162221421131,0.0940720868384
3686,3687,2011-06-07,2,0,6,12,0,2,1,1,0.8,0.7273,0.46,0.2836,42,141,183,0,1.86989398002,0.154303349962,0.0842151921067
3687,3688,2011-06-07,2,0,6,13,0,2,1,1,0.8,0.7273,0.43,0.2537,55,141,196,0,1.82574185835,0.134839972493,0.0842151921067
3688,3689,2011-06-07,2,0,6,14,0,2,1,1,0.8,0.7273,0.43,0.2836,34,112,146,0,2.00804832226,0.171498585143,0.0944911182523
3689,3690,2011-06-07,2,0,6,15,0,2,1,1,0.82,0.7424,0.41,0.3284,56,127,183,0,1.86989398002,0.133630620956,0.0887356509416
3690,3691,2011-06-07,2,0,6,16,0,2,1,1,0.8,0.7121,0.38,0.2239,55,253,308,0,1.55230105141,0.134839972493,0.0628694613462
3691,3692,2011-06-07,2,0,6,17,0,2,1,1,0.8,0.7273,0.43,0.2537,64,475,539,0,1.23939433204,0.125,0.0458831467741
3692,3693,2011-06-07,2,0,6,18,0,2,1,1,0.78,0.697,0.46,0.2836,72,479,551,0,1.22812687697,0.117851130198,0.0456911662385
3693,3694,2011-06-07,2,0,6,19,0,2,1,1,0.76,0.6818,0.48,0.2537,69,355,424,0,1.3697345027,0.120385853086,0.0530744892434
3694,3695,2011-06-07,2,0,6,20,0,2,1,1,0.74,0.6818,0.56,0.1343,45,301,346,0,1.48576765302,0.1490711985,0.0576390417704
3695,3696,2011-06-07,2,0,6,21,0,2,1,1,0.72,0.6818,0.7,0.1343,31,187,218,0,1.76226844213,0.179605302027,0.0731272424127
3696,3697,2011-06-07,2,0,6,22,0,2,1,1,0.7,0.6515,0.65,0.1343,27,126,153,0,1.97642353761,0.19245008973,0.0890870806375
3705,3706,2011-06-08,2,0,6,7,0,3,1,1,0.66,0.6212,0.74,0.1045,24,329,353,0,1.47281953985,0.204124145232,0.055131784642
3706,3707,2011-06-08,2,0,6,8,0,3,1,1,0.76,0.7121,0.58,0.1642,46,435,481,0,1.29968811228,0.147441956155,0.0479463301485
3707,3708,2011-06-08,2,0,6,9,0,3,1,1,0.76,0.7121,0.58,0.1642,34,168,202,0,1.80775381516,0.171498585143,0.077151674981
3709,3710,2011-06-08,2,0,6,11,0,3,1,1,0.84,0.7576,0.41,0.194,28,106,134,0,2.05846742398,0.188982236505,0.0971285862357
3710,3711,2011-06-08,2,0,6,12,0,3,1,1,0.88,0.8182,0.42,0.1343,15,134,149,0,1.99204768222,0.258198889747,0.0863868425581
3711,3712,2011-06-08,2,0,6,13,0,3,1,1,0.9,0.8485,0.42,0.0,20,116,136,1,2.04980015423,0.22360679775,0.0928476690885
3712,3713,2011-06-08,2,0,6,14,0,3,1,1,0.92,0.8788,0.4,0.2537,44,111,155,0,1.9687480774,0.150755672289,0.0949157995752
3714,3715,2011-06-08,2,0,6,16,0,3,1,1,0.92,0.8788,0.4,0.2239,34,199,233,0,1.72005229038,0.171498585143,0.0708881205008
3715,3716,2011-06-08,2,0,6,17,0,3,1,1,0.92,0.8485,0.35,0.2239,80,426,506,0,1.27308504938,0.111803398875,0.0484501583112
3716,3717,2011-06-08,2,0,6,18,0,3,1,1,0.9,0.8182,0.37,0.2239,61,398,459,0,1.32569575857,0.128036879933,0.0501254707117
3717,3718,2011-06-08,2,0,6,19,0,3,1,1,0.82,0.803,0.59,0.1343,61,323,384,0,1.42566487128,0.128036879933,0.0556414884075
3718,3719,2011-06-08,2,0,6,20,0,3,1,1,0.8,0.7879,0.63,0.1343,55,225,280,0,1.60955694995,0.134839972493,0.0666666666667
3719,3720,2011-06-08,2,0,6,21,0,3,1,1,0.8,0.803,0.66,0.1343,34,168,202,0,1.80775381516,0.171498585143,0.077151674981
3720,3721,2011-06-08,2,0,6,22,0,3,1,1,0.76,0.7424,0.75,0.1642,37,139,176,0,1.89320611416,0.164398987305,0.084818892968
3729,3730,2011-06-09,2,0,6,7,0,4,1,1,0.72,0.697,0.79,0.1343,31,283,314,0,1.54119982874,0.179605302027,0.0594438298278
3730,3731,2011-06-09,2,0,6,8,0,4,1,1,0.76,0.7273,0.7,0.1045,32,400,432,0,1.35831456231,0.176776695297,0.05
3731,3732,2011-06-09,2,0,6,9,0,4,1,1,0.84,0.7879,0.49,0.0,20,148,168,1,1.92094687599,0.22360679775,0.0821994936527
3734,3735,2011-06-09,2,0,6,12,0,4,1,1,0.92,0.8485,0.35,0.194,40,100,140,0,2.03278907045,0.158113883008,0.1
3735,3736,2011-06-09,2,0,6,13,0,4,1,1,0.9,0.8182,0.37,0.0896,18,118,136,0,2.04980015423,0.235702260396,0.0920574617898
3738,3739,2011-06-09,2,0,6,16,0,4,1,1,0.92,0.8333,0.33,0.1343,30,170,200,0,1.81369062528,0.182574185835,0.0766964988847
3739,3740,2011-06-09,2,0,6,17,0,4,1,1,0.9,0.8182,0.37,0.2537,54,355,409,0,1.38942503594,0.136082763488,0.0530744892434
3740,3741,2011-06-09,2,0,6,18,0,4,1,1,0.88,0.803,0.39,0.2836,52,414,466,0,1.31761569174,0.138675049056,0.0491473187183
3741,3742,2011-06-09,2,0,6,19,0,4,1,1,0.84,0.7424,0.39,0.3284,55,271,326,0,1.51969366063,0.134839972493,0.0607456739231
3742,3743,2011-06-09,2,0,6,20,0,4,1,1,0.8,0.7273,0.43,0.194,40,214,254,0,1.6689863152,0.158113883008,0.0683585927025
3743,3744,2011-06-09,2,0,6,21,0,4,1,0,0.76,0.697,0.52,0.0,29,142,171,1,1.91040179975,0.185695338177,0.0839181358297
3744,3745,2011-06-09,2,0,6,22,0,4,1,1,0.74,0.6818,0.58,0.1642,22,131,153,0,1.97642353761,0.213200716356,0.0873704056661
3753,3754,2011-06-10,2,0,6,7,0,5,1,1,0.72,0.6818,0.66,0.1045,25,242,267,0,1.63956458946,0.2,0.0642824346533
3754,3755,2011-06-10,2,0,6,8,0,5,1,1,0.74,0.6818,0.58,0.1343,29,423,452,0,1.33392632128,0.185695338177,0.0486216638326
3755,3756,2011-06-10,2,0,6,9,0,5,1,1,0.76,0.697,0.55,0.0,37,176,213,1,1.77611208331,0.164398987305,0.0753778361444
3757,3758,2011-06-10,2,0,6,11,0,5,1,1,0.82,0.7576,0.46,0.0,46,107,153,1,1.97642353761,0.147441956155,0.0966736489046
3758,3759,2011-06-10,2,0,6,12,0,5,1,1,0.84,0.7576,0.44,0.1343,40,167,207,0,1.7931631503,0.158113883008,0.0773823232534
3759,3760,2011-06-10,2,0,6,13,0,5,1,1,0.84,0.7576,0.44,0.1045,40,149,189,0,1.84742233484,0.158113883008,0.0819231920519
3760,3761,2011-06-10,2,0,6,14,0,5,1,1,0.86,0.7727,0.39,0.0,44,121,165,1,1.93166852322,0.150755672289,0.0909090909091
3761,3762,2011-06-10,2,0,6,15,0,5,1,1,0.84,0.7576,0.44,0.1045,49,163,212,0,1.77892016741,0.142857142857,0.0783260449988
3762,3763,2011-06-10,2,0,6,16,0,5,1,1,0.82,0.7879,0.56,0.2985,46,239,285,0,1.59923255252,0.147441956155,0.0646846227353
3763,3764,2011-06-10,2,0,6,17,0,5,1,1,0.82,0.7727,0.52,0.2239,63,454,517,0,1.26088267465,0.12598815767,0.0469323254464
3764,3765,2011-06-10,2,0,6,18,0,5,1,1,0.8,0.7727,0.59,0.2239,96,367,463,0,1.32106044452,0.102062072616,0.0521995750972
3765,3766,2011-06-10,2,0,6,19,0,5,1,1,0.78,0.7424,0.59,0.194,61,245,306,0,1.55794238212,0.128036879933,0.0638876565
3766,3767,2011-06-10,2,0,6,20,0,5,1,1,0.76,0.7121,0.62,0.1045,53,197,250,0,1.67836271659,0.137360563949,0.0712470499879
3767,3768,2011-06-10,2,0,6,21,0,5,1,1,0.76,0.7273,0.66,0.1343,55,163,218,0,1.76226844213,0.134839972493,0.0783260449988
3768,3769,2011-06-10,2,0,6,22,0,5,1,1,0.72,0.697,0.74,0.2537,40,145,185,0,1.86338998125,0.158113883008,0.0830454798537
3769,3770,2011-06-10,2,0,6,23,0,5,1,1,0.72,0.697,0.74,0.1642,36,110,146,0,2.00804832226,0.166666666667,0.0953462589246
3778,3779,2011-06-11,2,0,6,8,0,6,0,1,0.74,0.6818,0.58,0.194,32,111,143,0,2.01619459636,0.176776695297,0.0949157995752
3779,3780,2011-06-11,2,0,6,9,0,6,0,1,0.74,0.6818,0.62,0.1343,59,171,230,0,1.72773685116,0.130188910981,0.0764719112902
3780,3781,2011-06-11,2,0,6,10,0,6,0,1,0.74,0.6818,0.58,0.1642,91,173,264,0,1.64621599442,0.104828483672,0.076028592127
3781,3782,2011-06-11,2,0,6,11,0,6,0,1,0.76,0.7121,0.62,0.1343,110,215,325,0,1.52145154863,0.0953462589246,0.068199433947
3782,3783,2011-06-11,2,0,6,12,0,6,0,1,0.8,0.7576,0.55,0.2239,112,235,347,0,1.48249863332,0.0944911182523,0.0652328073053
3783,3784,2011-06-11,2,0,6,13,0,6,0,1,0.8,0.7576,0.55,0.194,150,237,387,0,1.42133810904,0.0816496580928,0.0649569802462
3784,3785,2011-06-11,2,0,6,14,0,6,0,1,0.82,0.7727,0.49,0.1045,148,232,380,0,1.43149583578,0.0821994936527,0.0656532164299
3785,3786,2011-06-11,2,0,6,15,0,6,0,1,0.82,0.7727,0.49,0.1045,142,232,374,0,1.44037800479,0.0839181358297,0.0656532164299
3786,3787,2011-06-11,2,0,6,16,0,6,0,1,0.8,0.7273,0.46,0.194,169,225,394,0,1.40998991861,0.0769230769231,0.0666666666667
3787,3788,2011-06-11,2,0,6,17,0,6,0,1,0.74,0.6818,0.58,0.1642,147,190,337,0,1.50075056297,0.0824786098842,0.072547625011
3788,3789,2011-06-11,2,0,6,18,0,6,0,1,0.72,0.6818,0.62,0.1343,131,155,286,0,1.5971914125,0.0873704056661,0.0803219328902
3789,3790,2011-06-11,2,0,6,19,0,6,0,1,0.7,0.6515,0.65,0.194,97,167,264,0,1.64621599442,0.101534616513,0.0773823232534
3790,3791,2011-06-11,2,0,6,20,0,6,0,1,0.68,0.6364,0.74,0.2537,95,180,275,0,1.62008392252,0.102597835209,0.07453559925
3791,3792,2011-06-11,2,0,6,21,0,6,0,1,0.66,0.6212,0.74,0.2239,76,144,220,0,1.75682092232,0.114707866935,0.0833333333333
3792,3793,2011-06-11,2,0,6,22,0,6,0,1,0.66,0.6061,0.78,0.2239,53,137,190,0,1.84427778391,0.137360563949,0.0854357657717
3793,3794,2011-06-11,2,0,6,23,0,6,0,1,0.66,0.6212,0.74,0.1045,24,107,131,0,2.07167697616,0.204124145232,0.0966736489046
3803,3804,2011-06-12,2,0,6,9,0,0,0,1,0.72,0.6818,0.66,0.0,75,107,182,1,1.87317162316,0.115470053838,0.0966736489046
3804,3805,2011-06-12,2,0,6,10,0,0,0,1,0.76,0.7121,0.58,0.0896,120,191,311,0,1.54672056222,0.0912870929175,0.0723574605292
3805,3806,2011-06-12,2,0,6,11,0,0,0,1,0.78,0.7273,0.55,0.1045,131,236,367,0,1.45095250022,0.0873704056661,0.0650944554904
3806,3807,2011-06-12,2,0,6,12,0,0,0,1,0.82,0.7576,0.46,0.0,176,244,420,1,1.37490333051,0.0753778361444,0.0640184399664
3807,3808,2011-06-12,2,0,6,13,0,0,0,1,0.78,0.7424,0.59,0.2836,109,264,373,0,1.44187450182,0.0957826285221,0.0615457454897
3808,3809,2011-06-12,2,0,6,14,0,0,0,1,0.82,0.7879,0.56,0.2537,96,219,315,0,1.53937267952,0.102062072616,0.0675737378399
3809,3810,2011-06-12,2,0,6,15,0,0,0,1,0.8,0.7727,0.59,0.2985,142,218,360,0,1.46176336551,0.0839181358297,0.0677285461479
3810,3811,2011-06-12,2,0,6,16,0,0,0,0,0.68,0.6364,0.83,0.2836,115,235,350,0,1.47763531141,0.093250480824,0.0652328073053
3811,3812,2011-06-12,2,0,6,17,0,0,0,0,0.68,0.6364,0.83,0.2836,94,158,252,0,1.67365481751,0.103142124626,0.0795557284176
